epoch,train_loss,val_loss,val_n,val_ndcg@10,val_recall@10
1,4.103676,4.23309,514,0.052085371406848,0.0494163424124513
2,3.76391,4.846998,514,0.0518670930767214,0.0517509727626459
3,3.365119,5.632401,514,0.0521501543172117,0.0507782101167315
4,2.974829,6.377537,514,0.05221648769002425,0.05038910505836575
